"imageid","lunar_phase","temperature_f","tmstamp","x_coord","y_coord","num_markings"
"SPIGa2013b_000001","oldcres",73,"2013:01:09 15:00:00",NA,NA,NA
"SPIGa2013b_000002","oldcres",72,"2013:01:09 16:00:00",563.2857143,412.2857143,7
"SPIGa2013b_000002","oldcres",72,"2013:01:09 16:00:00",232.5,517.1666667,6
"SPIGa2013b_000002","oldcres",72,"2013:01:09 16:00:00",745.5714286,255.2857143,7
"SPIGa2013b_000002","oldcres",72,"2013:01:09 16:00:00",623.25,194.75,4
"SPIGa2013b_000003","oldcres",53,"2013:01:09 17:00:00",632.2857143,418.7142857,7
"SPIGa2013b_000003","oldcres",53,"2013:01:09 17:00:00",588.2857143,417.1428571,7
"SPIGa2013b_000003","oldcres",53,"2013:01:09 17:00:00",346,511.625,8
"SPIGa2013b_000003","oldcres",53,"2013:01:09 17:00:00",330.25,535.75,4
"SPIGa2013b_000003","oldcres",53,"2013:01:09 17:00:00",262.1428571,359.6428571,14
"SPIGa2013b_000003","oldcres",53,"2013:01:09 17:00:00",639.5714286,51.85714286,7
"SPIGa2013b_000004","oldcres",42,"2013:01:09 18:00:00",NA,NA,NA
"SPIGa2013b_000005","oldcres",41,"2013:01:09 19:00:00",NA,NA,NA
"SPIGa2013b_000006","oldcres",39,"2013:01:09 20:00:00",NA,NA,NA
"SPIGa2013b_000007","oldcres",36,"2013:01:09 21:00:00",NA,NA,NA
"SPIGa2013b_000008","new",34,"2013:01:10 07:00:00",622,423,6
"SPIGa2013b_000008","new",34,"2013:01:10 07:00:00",258.6666667,364.6666667,6
"SPIGa2013b_000008","new",34,"2013:01:10 07:00:00",310.6666667,530,6
"SPIGa2013b_000009","new",35,"2013:01:10 08:00:00",622.25,427.125,8
"SPIGa2013b_000009","new",35,"2013:01:10 08:00:00",669.75,198.75,4
"SPIGa2013b_000009","new",35,"2013:01:10 08:00:00",774,228.75,4
"SPIGa2013b_000010","new",36,"2013:01:10 09:00:00",360.4285714,523.7142857,7
"SPIGa2013b_000010","new",36,"2013:01:10 09:00:00",631.8888889,424.1111111,9
"SPIGa2013b_000010","new",36,"2013:01:10 09:00:00",246.8333333,369.5,6
"SPIGa2013b_000010","new",36,"2013:01:10 09:00:00",268,354,7
"SPIGa2013b_000010","new",36,"2013:01:10 09:00:00",703.25,194.25,4
"SPIGa2013b_000010","new",36,"2013:01:10 09:00:00",640.5,50.16666667,6
"SPIGa2013b_000011","new",38,"2013:01:10 10:00:00",675.5,196,8
"SPIGa2013b_000011","new",38,"2013:01:10 10:00:00",266.5,363.25,4
"SPIGa2013b_000012","new",36,"2013:01:10 11:00:00",319.5,522.5,8
"SPIGa2013b_000012","new",36,"2013:01:10 11:00:00",243.8888889,373,9
"SPIGa2013b_000012","new",36,"2013:01:10 11:00:00",630.5,420.625,8
"SPIGa2013b_000012","new",36,"2013:01:10 11:00:00",752.2222222,258.5555556,9
"SPIGa2013b_000012","new",36,"2013:01:10 11:00:00",676.1111111,201.4444444,9
"SPIGa2013b_000012","new",36,"2013:01:10 11:00:00",353,132.6,5
"SPIGa2013b_000013","new",36,"2013:01:10 12:00:00",681.1428571,200.1428571,7
"SPIGa2013b_000013","new",36,"2013:01:10 12:00:00",635.4285714,422.4285714,7
"SPIGa2013b_000013","new",36,"2013:01:10 12:00:00",786.2,258,5
"SPIGa2013b_000014","new",37,"2013:01:10 13:00:00",781.6,255.2,5
"SPIGa2013b_000014","new",37,"2013:01:10 13:00:00",683.2,201.4,5
"SPIGa2013b_000014","new",37,"2013:01:10 13:00:00",632.8,421.6,5
"SPIGa2013b_000014","new",37,"2013:01:10 13:00:00",273.8,364.2,5
"SPIGa2013b_000014","new",37,"2013:01:10 13:00:00",333,532.4,5
"SPIGa2013b_000015","new",41,"2013:01:10 14:00:00",672.4666667,201.1333333,15
"SPIGa2013b_000015","new",41,"2013:01:10 14:00:00",635.2727273,416,11
"SPIGa2013b_000015","new",41,"2013:01:10 14:00:00",333.1818182,533,11
"SPIGa2013b_000015","new",41,"2013:01:10 14:00:00",280.9,359.2,10
"SPIGa2013b_000015","new",41,"2013:01:10 14:00:00",639.6,52,5
"SPIGa2013b_000015","new",41,"2013:01:10 14:00:00",345.8571429,199.7142857,7
"SPIGa2013b_000015","new",41,"2013:01:10 14:00:00",826.5,32,4
"SPIGa2013b_000016","new",42,"2013:01:10 15:00:00",640.375,418.75,8
"SPIGa2013b_000016","new",42,"2013:01:10 15:00:00",345,527.4,5
"SPIGa2013b_000016","new",42,"2013:01:10 15:00:00",272,363.8571429,7
"SPIGa2013b_000016","new",42,"2013:01:10 15:00:00",323.2857143,191.5714286,7
"SPIGa2013b_000016","new",42,"2013:01:10 15:00:00",293.2,533.8,5
"SPIGa2013b_000016","new",42,"2013:01:10 15:00:00",781.2857143,259,7
"SPIGa2013b_000016","new",42,"2013:01:10 15:00:00",679.2857143,196.4285714,7
"SPIGa2013b_000017","new",42,"2013:01:10 16:00:00",792.2,263.6,5
"SPIGa2013b_000017","new",42,"2013:01:10 16:00:00",685.4285714,192,7
"SPIGa2013b_000017","new",42,"2013:01:10 16:00:00",835.25,26.5,4
"SPIGa2013b_000017","new",42,"2013:01:10 16:00:00",260.125,358,8
"SPIGa2013b_000017","new",42,"2013:01:10 16:00:00",646.8181818,413.6363636,11
"SPIGa2013b_000017","new",42,"2013:01:10 16:00:00",335,517.8571429,7
"SPIGa2013b_000018","new",41,"2013:01:10 17:00:00",806.25,250.75,4
"SPIGa2013b_000018","new",41,"2013:01:10 17:00:00",694.5,193.75,4
"SPIGa2013b_000018","new",41,"2013:01:10 17:00:00",629.7142857,422.5714286,7
"SPIGa2013b_000018","new",41,"2013:01:10 17:00:00",321.75,532,4
"SPIGa2013b_000018","new",41,"2013:01:10 17:00:00",269.4,366.4,5
"SPIGa2013b_000018","new",41,"2013:01:10 17:00:00",840.25,33.25,4
"SPIGa2013b_000019","new",41,"2013:01:10 18:00:00",323.75,514.75,4
"SPIGa2013b_000019","new",41,"2013:01:10 18:00:00",254.75,367.5,4
"SPIGa2013b_000020","new",40,"2013:01:10 19:00:00",794,254.25,4
"SPIGa2013b_000020","new",40,"2013:01:10 19:00:00",300.4,525.4,5
"SPIGa2013b_000020","new",40,"2013:01:10 19:00:00",259.5,363,8
"SPIGa2013b_000020","new",40,"2013:01:10 19:00:00",340.5,200.5,4
"SPIGa2013b_000021","new",40,"2013:01:10 20:00:00",295.1666667,529,6
"SPIGa2013b_000021","new",40,"2013:01:10 20:00:00",674,195.25,4
"SPIGa2013b_000022","new",39,"2013:01:10 21:00:00",673.75,196,4
"SPIGa2013b_000022","new",39,"2013:01:10 21:00:00",260.5,368,6
"SPIGa2013b_000023","new",33,"2013:01:11 07:00:00",652,190.8181818,11
"SPIGa2013b_000024","new",34,"2013:01:11 08:00:00",NA,NA,NA
"SPIGa2013b_000025","new",43,"2013:01:11 09:00:00",NA,NA,NA
"SPIGa2013b_000026","new",43,"2013:01:11 10:00:00",333.0384615,530.7692308,26
"SPIGa2013b_000026","new",43,"2013:01:11 10:00:00",298.1363636,536.6818182,22
"SPIGa2013b_000026","new",43,"2013:01:11 10:00:00",324.3913043,502.3043478,23
"SPIGa2013b_000026","new",43,"2013:01:11 10:00:00",693.125,192.625,24
"SPIGa2013b_000026","new",43,"2013:01:11 10:00:00",518.4375,55.1875,16
"SPIGa2013b_000026","new",43,"2013:01:11 10:00:00",839.6363636,26.90909091,11
"SPIGa2013b_000026","new",43,"2013:01:11 10:00:00",282.7272727,357.5454545,11
"SPIGa2013b_000026","new",43,"2013:01:11 10:00:00",430.625,354.625,8
"SPIGa2013b_000026","new",43,"2013:01:11 10:00:00",343,327.5,4
"SPIGa2013b_000027","new",52,"2013:01:11 11:00:00",802.6,254.1,10
"SPIGa2013b_000027","new",52,"2013:01:11 11:00:00",665.1,195.8,10
"SPIGa2013b_000027","new",52,"2013:01:11 11:00:00",339.4444444,498.3333333,9
"SPIGa2013b_000027","new",52,"2013:01:11 11:00:00",277.9,347.6,10
"SPIGa2013b_000027","new",52,"2013:01:11 11:00:00",620.2,50.6,5
"SPIGa2013b_000028","new",50,"2013:01:11 12:00:00",320,505.6666667,9
"SPIGa2013b_000028","new",50,"2013:01:11 12:00:00",731.5555556,250.4444444,9
"SPIGa2013b_000028","new",50,"2013:01:11 12:00:00",676.4444444,195,9
"SPIGa2013b_000028","new",50,"2013:01:11 12:00:00",646.8888889,187.1111111,9
"SPIGa2013b_000028","new",50,"2013:01:11 12:00:00",833.1818182,25.63636364,11
"SPIGa2013b_000028","new",50,"2013:01:11 12:00:00",522.25,56.5,4
"SPIGa2013b_000029","new",52,"2013:01:11 13:00:00",337.75,495.25,4
"SPIGa2013b_000029","new",52,"2013:01:11 13:00:00",302,536.2,5
"SPIGa2013b_000029","new",52,"2013:01:11 13:00:00",688,201,4
"SPIGa2013b_000029","new",52,"2013:01:11 13:00:00",631.1666667,49.16666667,6
"SPIGa2013b_000030","new",50,"2013:01:11 14:00:00",350.3333333,519.5,6
"SPIGa2013b_000030","new",50,"2013:01:11 14:00:00",338.6666667,455,6
"SPIGa2013b_000030","new",50,"2013:01:11 14:00:00",640.6,434.8,5
"SPIGa2013b_000030","new",50,"2013:01:11 14:00:00",257.6,360.6,5
"SPIGa2013b_000030","new",50,"2013:01:11 14:00:00",696.4,196.2,5
"SPIGa2013b_000030","new",50,"2013:01:11 14:00:00",728.8,250.6,5
"SPIGa2013b_000030","new",50,"2013:01:11 14:00:00",631.125,51.625,8
"SPIGa2013b_000030","new",50,"2013:01:11 14:00:00",518,57.5,4
"SPIGa2013b_000031","new",48,"2013:01:11 15:00:00",676.1764706,189.8823529,17
"SPIGa2013b_000031","new",48,"2013:01:11 15:00:00",625.0833333,423.75,12
"SPIGa2013b_000031","new",48,"2013:01:11 15:00:00",270,352.3333333,9
"SPIGa2013b_000031","new",48,"2013:01:11 15:00:00",365,512,5
"SPIGa2013b_000032","new",45,"2013:01:11 16:00:00",327.375,471,8
"SPIGa2013b_000032","new",45,"2013:01:11 16:00:00",673.4615385,192.6153846,13
"SPIGa2013b_000032","new",45,"2013:01:11 16:00:00",332.7142857,534.1428571,7
"SPIGa2013b_000033","new",41,"2013:01:11 17:00:00",651.3,196,10
"SPIGa2013b_000033","new",41,"2013:01:11 17:00:00",688.1,196,10
"SPIGa2013b_000033","new",41,"2013:01:11 17:00:00",267.6,361.6,10
"SPIGa2013b_000033","new",41,"2013:01:11 17:00:00",231.6,368.1,10
"SPIGa2013b_000033","new",41,"2013:01:11 17:00:00",334.1428571,198,7
"SPIGa2013b_000033","new",41,"2013:01:11 17:00:00",521,55.75,4
"SPIGa2013b_000033","new",41,"2013:01:11 17:00:00",560.3,408.1,10
"SPIGa2013b_000033","new",41,"2013:01:11 17:00:00",356.7777778,485.6666667,9
"SPIGa2013b_000033","new",41,"2013:01:11 17:00:00",315.6,521.2,10
"SPIGa2013b_000034","new",43,"2013:01:11 18:00:00",680.3333333,193.75,12
"SPIGa2013b_000034","new",43,"2013:01:11 18:00:00",361.5833333,512.9166667,12
"SPIGa2013b_000034","new",43,"2013:01:11 18:00:00",279.3076923,348.6153846,13
"SPIGa2013b_000034","new",43,"2013:01:11 18:00:00",824,26.83333333,6
"SPIGa2013b_000034","new",43,"2013:01:11 18:00:00",520,53.75,4
"SPIGa2013b_000034","new",43,"2013:01:11 18:00:00",342.7142857,198.5714286,7
"SPIGa2013b_000035","new",43,"2013:01:11 19:00:00",667.25,198.25,4
"SPIGa2013b_000035","new",43,"2013:01:11 19:00:00",631.625,420.375,8
"SPIGa2013b_000035","new",43,"2013:01:11 19:00:00",693.5714286,190,7
"SPIGa2013b_000035","new",43,"2013:01:11 19:00:00",798.9,252.1,10
"SPIGa2013b_000035","new",43,"2013:01:11 19:00:00",361.25,506.5,8
"SPIGa2013b_000035","new",43,"2013:01:11 19:00:00",278.75,358.5,8
"SPIGa2013b_000035","new",43,"2013:01:11 19:00:00",515.4,54.4,5
"SPIGa2013b_000035","new",43,"2013:01:11 19:00:00",812.3333333,28.83333333,6
"SPIGa2013b_000036","new",43,"2013:01:11 20:00:00",629.875,409.75,8
"SPIGa2013b_000036","new",43,"2013:01:11 20:00:00",596.2,427.6,5
"SPIGa2013b_000036","new",43,"2013:01:11 20:00:00",764.125,250.875,8
"SPIGa2013b_000036","new",43,"2013:01:11 20:00:00",330.6666667,531.5,6
"SPIGa2013b_000036","new",43,"2013:01:11 20:00:00",375.8333333,490.5,6
"SPIGa2013b_000037","new",40,"2013:01:11 21:00:00",321.875,530.5,8
"SPIGa2013b_000037","new",40,"2013:01:11 21:00:00",372.75,505.5,4
"SPIGa2013b_000037","new",40,"2013:01:11 21:00:00",608.125,420.875,8
"SPIGa2013b_000037","new",40,"2013:01:11 21:00:00",355.4285714,491.4285714,7
"SPIGa2013b_000037","new",40,"2013:01:11 21:00:00",269.375,348.25,8
"SPIGa2013b_000037","new",40,"2013:01:11 21:00:00",334.25,199.25,4
"SPIGa2013b_000037","new",40,"2013:01:11 21:00:00",247,372.125,8
"SPIGa2013b_000037","new",40,"2013:01:11 21:00:00",840.4,26,5
"SPIGa2013b_000038","new",39,"2013:01:12 07:00:00",762.7,253.2,10
"SPIGa2013b_000038","new",39,"2013:01:12 07:00:00",627,415.625,8
"SPIGa2013b_000038","new",39,"2013:01:12 07:00:00",319.5,516.125,8
"SPIGa2013b_000038","new",39,"2013:01:12 07:00:00",341.7777778,464.4444444,9
"SPIGa2013b_000038","new",39,"2013:01:12 07:00:00",225,360.3333333,9
"SPIGa2013b_000038","new",39,"2013:01:12 07:00:00",269.2222222,353.3333333,9
"SPIGa2013b_000038","new",39,"2013:01:12 07:00:00",648.7142857,192.1428571,7
"SPIGa2013b_000038","new",39,"2013:01:12 07:00:00",633.3333333,48.16666667,6
"SPIGa2013b_000038","new",39,"2013:01:12 07:00:00",594,424.4,5
"SPIGa2013b_000038","new",39,"2013:01:12 07:00:00",341,196.6,5
"SPIGa2013b_000039","new",43,"2013:01:12 08:00:00",648,425.625,8
"SPIGa2013b_000039","new",43,"2013:01:12 08:00:00",348,516.9,10
"SPIGa2013b_000039","new",43,"2013:01:12 08:00:00",292,526.4,10
"SPIGa2013b_000039","new",43,"2013:01:12 08:00:00",216.5,364.1666667,6
"SPIGa2013b_000039","new",43,"2013:01:12 08:00:00",757.7,252.6,10
"SPIGa2013b_000039","new",43,"2013:01:12 08:00:00",244.4444444,351.4444444,9
"SPIGa2013b_000039","new",43,"2013:01:12 08:00:00",672.9,189.2,10
"SPIGa2013b_000039","new",43,"2013:01:12 08:00:00",630.1428571,46.14285714,7
"SPIGa2013b_000039","new",43,"2013:01:12 08:00:00",813.7142857,28.57142857,7
"SPIGa2013b_000040","new",43,"2013:01:12 09:00:00",363.7142857,519.2857143,7
"SPIGa2013b_000040","new",43,"2013:01:12 09:00:00",559.6,405.6,5
"SPIGa2013b_000040","new",43,"2013:01:12 09:00:00",252.375,362.75,8
"SPIGa2013b_000040","new",43,"2013:01:12 09:00:00",356,470,4
"SPIGa2013b_000040","new",43,"2013:01:12 09:00:00",290.5,342,6
"SPIGa2013b_000040","new",43,"2013:01:12 09:00:00",316.125,191.125,8
"SPIGa2013b_000040","new",43,"2013:01:12 09:00:00",548.9090909,372.0909091,11
"SPIGa2013b_000040","new",43,"2013:01:12 09:00:00",664.5,193.5,12
"SPIGa2013b_000040","new",43,"2013:01:12 09:00:00",767.625,254.875,8
"SPIGa2013b_000040","new",43,"2013:01:12 09:00:00",510.4,55,5
"SPIGa2013b_000040","new",43,"2013:01:12 09:00:00",829.75,26.75,4
"SPIGa2013b_000041","new",45,"2013:01:12 10:00:00",648.5,420.5,4
"SPIGa2013b_000041","new",45,"2013:01:12 10:00:00",589,408,7
"SPIGa2013b_000041","new",45,"2013:01:12 10:00:00",297.7142857,532.5714286,7
"SPIGa2013b_000041","new",45,"2013:01:12 10:00:00",379.875,507.25,8
"SPIGa2013b_000041","new",45,"2013:01:12 10:00:00",290.125,343.375,8
"SPIGa2013b_000041","new",45,"2013:01:12 10:00:00",700.2857143,250.2857143,7
"SPIGa2013b_000041","new",45,"2013:01:12 10:00:00",664.9166667,191.5,12
"SPIGa2013b_000041","new",45,"2013:01:12 10:00:00",621.25,423.25,4
"SPIGa2013b_000041","new",45,"2013:01:12 10:00:00",826.75,29,4
"SPIGa2013b_000042","new",43,"2013:01:12 11:00:00",755.125,258.5,8
"SPIGa2013b_000042","new",43,"2013:01:12 11:00:00",662.375,194.625,8
"SPIGa2013b_000042","new",43,"2013:01:12 11:00:00",622.875,409.375,8
"SPIGa2013b_000042","new",43,"2013:01:12 11:00:00",258.1111111,360.3333333,9
"SPIGa2013b_000042","new",43,"2013:01:12 11:00:00",821.5,28.75,4
"SPIGa2013b_000042","new",43,"2013:01:12 11:00:00",333.2,533.2,5
"SPIGa2013b_000042","new",43,"2013:01:12 11:00:00",389.75,524.25,4
"SPIGa2013b_000043","new",52,"2013:01:12 12:00:00",761.2222222,252.6666667,9
"SPIGa2013b_000043","new",52,"2013:01:12 12:00:00",344.7777778,474.2222222,9
"SPIGa2013b_000043","new",52,"2013:01:12 12:00:00",253.5555556,365.2222222,9
"SPIGa2013b_000043","new",52,"2013:01:12 12:00:00",616.3333333,422.4444444,9
"SPIGa2013b_000043","new",52,"2013:01:12 12:00:00",674.6666667,190,9
"SPIGa2013b_000043","new",52,"2013:01:12 12:00:00",614.5,45.25,4
"SPIGa2013b_000043","new",52,"2013:01:12 12:00:00",572.125,407.125,8
"SPIGa2013b_000044","new",45,"2013:01:12 13:00:00",757.3333333,256.5,6
"SPIGa2013b_000044","new",45,"2013:01:12 13:00:00",667.2,194,5
"SPIGa2013b_000044","new",45,"2013:01:12 13:00:00",576.5,409.6666667,6
"SPIGa2013b_000044","new",45,"2013:01:12 13:00:00",370.1666667,520.6666667,6
"SPIGa2013b_000044","new",45,"2013:01:12 13:00:00",381.6666667,478.5,6
"SPIGa2013b_000044","new",45,"2013:01:12 13:00:00",307.8333333,193.1666667,6
"SPIGa2013b_000045","new",48,"2013:01:12 14:00:00",757.4285714,256.8571429,7
"SPIGa2013b_000045","new",48,"2013:01:12 14:00:00",677.875,184.25,8
"SPIGa2013b_000045","new",48,"2013:01:12 14:00:00",611.2,47,5
"SPIGa2013b_000045","new",48,"2013:01:12 14:00:00",648.5,189.375,8
"SPIGa2013b_000045","new",48,"2013:01:12 14:00:00",616,414.25,8
"SPIGa2013b_000045","new",48,"2013:01:12 14:00:00",269.875,359.125,8
"SPIGa2013b_000045","new",48,"2013:01:12 14:00:00",218.375,360.625,8
"SPIGa2013b_000045","new",48,"2013:01:12 14:00:00",382,459.2857143,7
"SPIGa2013b_000045","new",48,"2013:01:12 14:00:00",313.2,537,5
"SPIGa2013b_000045","new",48,"2013:01:12 14:00:00",348.8333333,196,6
"SPIGa2013b_000046","new",53,"2013:01:12 15:00:00",717.6,246.4,10
"SPIGa2013b_000046","new",53,"2013:01:12 15:00:00",630.4444444,420.4444444,9
"SPIGa2013b_000046","new",53,"2013:01:12 15:00:00",245.5555556,523.3333333,9
"SPIGa2013b_000046","new",53,"2013:01:12 15:00:00",257.5,363.25,8
"SPIGa2013b_000046","new",53,"2013:01:12 15:00:00",286.7777778,496,9
"SPIGa2013b_000046","new",53,"2013:01:12 15:00:00",689.2,187.1,10
"SPIGa2013b_000046","new",53,"2013:01:12 15:00:00",660.25,395.5,4
"SPIGa2013b_000046","new",53,"2013:01:12 15:00:00",292.3333333,344.8333333,6
"SPIGa2013b_000046","new",53,"2013:01:12 15:00:00",805.75,24,8
"SPIGa2013b_000046","new",53,"2013:01:12 15:00:00",618.875,46.25,8
"SPIGa2013b_000046","new",53,"2013:01:12 15:00:00",520.4,53.6,5
"SPIGa2013b_000046","new",53,"2013:01:12 15:00:00",990.5,63.25,4
"SPIGa2013b_000047","new",52,"2013:01:12 16:00:00",759.1666667,253.75,12
"SPIGa2013b_000047","new",52,"2013:01:12 16:00:00",688.8,190.3,10
"SPIGa2013b_000047","new",52,"2013:01:12 16:00:00",654.5,417.1666667,6
"SPIGa2013b_000047","new",52,"2013:01:12 16:00:00",295.2,510.4,10
"SPIGa2013b_000047","new",52,"2013:01:12 16:00:00",258.2,365,5
"SPIGa2013b_000047","new",52,"2013:01:12 16:00:00",987.4285714,59.57142857,7
"SPIGa2013b_000047","new",52,"2013:01:12 16:00:00",844.7857143,27.78571429,14
"SPIGa2013b_000047","new",52,"2013:01:12 16:00:00",625.6153846,46.15384615,13
"SPIGa2013b_000047","new",52,"2013:01:12 16:00:00",345.2,191.4,5
"SPIGa2013b_000047","new",52,"2013:01:12 16:00:00",269,349.25,8
"SPIGa2013b_000048","new",43,"2013:01:12 17:00:00",262.2857143,505.2857143,7
"SPIGa2013b_000048","new",43,"2013:01:12 17:00:00",568.4444444,404.1111111,9
"SPIGa2013b_000048","new",43,"2013:01:12 17:00:00",277.375,361.375,8
"SPIGa2013b_000048","new",43,"2013:01:12 17:00:00",340.7142857,196.2857143,7
"SPIGa2013b_000048","new",43,"2013:01:12 17:00:00",676,193.9333333,15
"SPIGa2013b_000048","new",43,"2013:01:12 17:00:00",769.9230769,257,13
"SPIGa2013b_000048","new",43,"2013:01:12 17:00:00",377,124,6
"SPIGa2013b_000048","new",43,"2013:01:12 17:00:00",515.1666667,52.83333333,6
"SPIGa2013b_000048","new",43,"2013:01:12 17:00:00",633.75,50.875,8
"SPIGa2013b_000048","new",43,"2013:01:12 17:00:00",985.8571429,47.57142857,7
"SPIGa2013b_000048","new",43,"2013:01:12 17:00:00",807,27.5,8
"SPIGa2013b_000048","new",43,"2013:01:12 17:00:00",592.8333333,429.3333333,6
"SPIGa2013b_000048","new",43,"2013:01:12 17:00:00",838.6666667,26.33333333,6
"SPIGa2013b_000049","new",41,"2013:01:12 18:00:00",355.7,496.3,10
"SPIGa2013b_000049","new",41,"2013:01:12 18:00:00",214,364.8,10
"SPIGa2013b_000049","new",41,"2013:01:12 18:00:00",288.2,531.5,10
"SPIGa2013b_000049","new",41,"2013:01:12 18:00:00",657.25,421.875,8
"SPIGa2013b_000049","new",41,"2013:01:12 18:00:00",778.9166667,251.75,12
"SPIGa2013b_000049","new",41,"2013:01:12 18:00:00",672.7,192.6,10
"SPIGa2013b_000049","new",41,"2013:01:12 18:00:00",346.1,194.1,10
"SPIGa2013b_000049","new",41,"2013:01:12 18:00:00",370.125,128.375,8
"SPIGa2013b_000049","new",41,"2013:01:12 18:00:00",639.7,51.1,10
"SPIGa2013b_000049","new",41,"2013:01:12 18:00:00",815.875,27.125,8
"SPIGa2013b_000049","new",41,"2013:01:12 18:00:00",640.2,191.6,5
"SPIGa2013b_000050","new",39,"2013:01:12 19:00:00",320.3333333,524,9
"SPIGa2013b_000050","new",39,"2013:01:12 19:00:00",375.875,513,8
"SPIGa2013b_000050","new",39,"2013:01:12 19:00:00",566.8,418.4,5
"SPIGa2013b_000050","new",39,"2013:01:12 19:00:00",608.8888889,415.8888889,9
"SPIGa2013b_000050","new",39,"2013:01:12 19:00:00",741.2307692,260.8461538,13
"SPIGa2013b_000050","new",39,"2013:01:12 19:00:00",681.9333333,191.4,15
"SPIGa2013b_000050","new",39,"2013:01:12 19:00:00",332.4444444,196.1111111,9
"SPIGa2013b_000050","new",39,"2013:01:12 19:00:00",272.25,350.5,8
"SPIGa2013b_000050","new",39,"2013:01:12 19:00:00",825.3333333,29.22222222,9
"SPIGa2013b_000050","new",39,"2013:01:12 19:00:00",638.6666667,49.58333333,12
"SPIGa2013b_000050","new",39,"2013:01:12 19:00:00",227.125,360.5,8
"SPIGa2013b_000050","new",39,"2013:01:12 19:00:00",367.2,127,10
"SPIGa2013b_000050","new",39,"2013:01:12 19:00:00",518.375,52.875,8
"SPIGa2013b_000050","new",39,"2013:01:12 19:00:00",131,198,4
"SPIGa2013b_000051","new",37,"2013:01:12 20:00:00",798.25,250.75,4
"SPIGa2013b_000051","new",37,"2013:01:12 20:00:00",596.4444444,418.8888889,9
"SPIGa2013b_000051","new",37,"2013:01:12 20:00:00",287,527,8
"SPIGa2013b_000051","new",37,"2013:01:12 20:00:00",339.2222222,506,9
"SPIGa2013b_000051","new",37,"2013:01:12 20:00:00",229.3333333,357.8888889,9
"SPIGa2013b_000051","new",37,"2013:01:12 20:00:00",266.875,349.375,8
"SPIGa2013b_000051","new",37,"2013:01:12 20:00:00",350.1111111,194.5555556,9
"SPIGa2013b_000051","new",37,"2013:01:12 20:00:00",368.1428571,131.5714286,7
"SPIGa2013b_000051","new",37,"2013:01:12 20:00:00",639.5,49.75,8
"SPIGa2013b_000051","new",37,"2013:01:12 20:00:00",686.2857143,189.1428571,7
"SPIGa2013b_000051","new",37,"2013:01:12 20:00:00",766.8571429,254.2857143,7
"SPIGa2013b_000051","new",37,"2013:01:12 20:00:00",608.8571429,387.8571429,7
"SPIGa2013b_000052","new",36,"2013:01:12 21:00:00",765.4,250.2,10
"SPIGa2013b_000052","new",36,"2013:01:12 21:00:00",674.3076923,189,13
"SPIGa2013b_000052","new",36,"2013:01:12 21:00:00",235.5555556,349.1111111,9
"SPIGa2013b_000052","new",36,"2013:01:12 21:00:00",331.2222222,493.8888889,9
"SPIGa2013b_000052","new",36,"2013:01:12 21:00:00",291.1666667,535.6666667,6
"SPIGa2013b_000052","new",36,"2013:01:12 21:00:00",637,47.83333333,12
"SPIGa2013b_000052","new",36,"2013:01:12 21:00:00",522.25,54.5,4
"SPIGa2013b_000052","new",36,"2013:01:12 21:00:00",646.8,415.2,5
"SPIGa2013b_000052","new",36,"2013:01:12 21:00:00",277.5,343.25,4
"SPIGa2013b_000052","new",36,"2013:01:12 21:00:00",838.1666667,28,6
"SPIGa2013b_000053","new",35,"2013:01:13 07:00:00",586.1111111,411.4444444,9
"SPIGa2013b_000053","new",35,"2013:01:13 07:00:00",647.4444444,398.7777778,9
"SPIGa2013b_000053","new",35,"2013:01:13 07:00:00",335.75,518.25,8
"SPIGa2013b_000053","new",35,"2013:01:13 07:00:00",262.5,518.375,8
"SPIGa2013b_000053","new",35,"2013:01:13 07:00:00",221.75,359.5,8
"SPIGa2013b_000053","new",35,"2013:01:13 07:00:00",273.25,361,8
"SPIGa2013b_000053","new",35,"2013:01:13 07:00:00",690.8571429,193,7
"SPIGa2013b_000053","new",35,"2013:01:13 07:00:00",647.5714286,194.4285714,7
"SPIGa2013b_000053","new",35,"2013:01:13 07:00:00",323.2857143,197.4285714,7
"SPIGa2013b_000053","new",35,"2013:01:13 07:00:00",362,129.2,5
"SPIGa2013b_000053","new",35,"2013:01:13 07:00:00",627,48.42857143,7
"SPIGa2013b_000053","new",35,"2013:01:13 07:00:00",514.25,54,4
"SPIGa2013b_000053","new",35,"2013:01:13 07:00:00",807.8333333,26.66666667,6
"SPIGa2013b_000053","new",35,"2013:01:13 07:00:00",842.2,26.2,5
"SPIGa2013b_000054","new",34,"2013:01:13 08:00:00",659.8333333,187,6
"SPIGa2013b_000054","new",34,"2013:01:13 08:00:00",625.5,416.3333333,6
"SPIGa2013b_000054","new",34,"2013:01:13 08:00:00",260,514,6
"SPIGa2013b_000054","new",34,"2013:01:13 08:00:00",338.1666667,519.5,6
"SPIGa2013b_000054","new",34,"2013:01:13 08:00:00",215.6666667,358.6666667,6
"SPIGa2013b_000054","new",34,"2013:01:13 08:00:00",268.8888889,363.4444444,9
"SPIGa2013b_000054","new",34,"2013:01:13 08:00:00",337,196.5,4
"SPIGa2013b_000055","new",35,"2013:01:13 09:00:00",621.8,413.6,10
"SPIGa2013b_000055","new",35,"2013:01:13 09:00:00",329.5,519.2,10
"SPIGa2013b_000055","new",35,"2013:01:13 09:00:00",262.2,519.6,10
"SPIGa2013b_000055","new",35,"2013:01:13 09:00:00",264.6,364.6,10
