"imageid","lunar_phase","temperature_f","tmstamp","x_coord","y_coord","num_markings"
"SPIGa2013b_000427","oldcres",33,"2013:02:06 21:00:00",481.1,68.5,10
"SPIGa2013b_000427","oldcres",33,"2013:02:06 21:00:00",633.8571429,38.71428571,7
"SPIGa2013b_000427","oldcres",33,"2013:02:06 21:00:00",682.5555556,50.44444444,9
"SPIGa2013b_000427","oldcres",33,"2013:02:06 21:00:00",738.7777778,45.77777778,9
"SPIGa2013b_000427","oldcres",33,"2013:02:06 21:00:00",863.25,57.375,8
"SPIGa2013b_000427","oldcres",33,"2013:02:06 21:00:00",953,38.5,10
"SPIGa2013b_000427","oldcres",33,"2013:02:06 21:00:00",436.2222222,33.33333333,9
"SPIGa2013b_000427","oldcres",33,"2013:02:06 21:00:00",17,435.8,5
"SPIGa2013b_000427","oldcres",33,"2013:02:06 21:00:00",613.6,336.4,5
"SPIGa2013b_000427","oldcres",33,"2013:02:06 21:00:00",55,309.5,4
"SPIGa2013b_000427","oldcres",33,"2013:02:06 21:00:00",142.8,499.8,5
"SPIGa2013b_000428","oldcres",33,"2013:02:07 07:00:00",439.7777778,419.1111111,9
"SPIGa2013b_000428","oldcres",33,"2013:02:07 07:00:00",479.625,334.75,8
"SPIGa2013b_000428","oldcres",33,"2013:02:07 07:00:00",591.875,274.125,8
"SPIGa2013b_000428","oldcres",33,"2013:02:07 07:00:00",676.3333333,170,6
"SPIGa2013b_000428","oldcres",33,"2013:02:07 07:00:00",746.5555556,115.8888889,9
"SPIGa2013b_000428","oldcres",33,"2013:02:07 07:00:00",403.5,173.5,8
"SPIGa2013b_000428","oldcres",33,"2013:02:07 07:00:00",338.5,108.75,8
"SPIGa2013b_000428","oldcres",33,"2013:02:07 07:00:00",95,296.75,8
"SPIGa2013b_000428","oldcres",33,"2013:02:07 07:00:00",162.3333333,330.5555556,9
"SPIGa2013b_000428","oldcres",33,"2013:02:07 07:00:00",273.4444444,498.4444444,9
"SPIGa2013b_000428","oldcres",33,"2013:02:07 07:00:00",703.375,50.25,8
"SPIGa2013b_000428","oldcres",33,"2013:02:07 07:00:00",856,56.2,5
"SPIGa2013b_000428","oldcres",33,"2013:02:07 07:00:00",960.1666667,33,6
"SPIGa2013b_000428","oldcres",33,"2013:02:07 07:00:00",631.6,40,5
"SPIGa2013b_000428","oldcres",33,"2013:02:07 07:00:00",589.4,24.6,5
"SPIGa2013b_000428","oldcres",33,"2013:02:07 07:00:00",445.8333333,38.5,6
"SPIGa2013b_000428","oldcres",33,"2013:02:07 07:00:00",769.6,536.8,5
"SPIGa2013b_000428","oldcres",33,"2013:02:07 07:00:00",180,490.8,5
"SPIGa2013b_000429","oldcres",36,"2013:02:07 08:00:00",947.5333333,37.63333333,30
"SPIGa2013b_000429","oldcres",36,"2013:02:07 08:00:00",626.5333333,46.7,30
"SPIGa2013b_000429","oldcres",36,"2013:02:07 08:00:00",579.9333333,143.5333333,30
"SPIGa2013b_000429","oldcres",36,"2013:02:07 08:00:00",663.4375,145.125,32
"SPIGa2013b_000429","oldcres",36,"2013:02:07 08:00:00",623.8571429,202.7142857,7
"SPIGa2013b_000429","oldcres",36,"2013:02:07 08:00:00",508.8333333,359.1666667,6
"SPIGa2013b_000429","oldcres",36,"2013:02:07 08:00:00",401.2857143,372,7
"SPIGa2013b_000429","oldcres",36,"2013:02:07 08:00:00",260,485.3,10
"SPIGa2013b_000429","oldcres",36,"2013:02:07 08:00:00",323.4333333,174.7333333,30
"SPIGa2013b_000429","oldcres",36,"2013:02:07 08:00:00",65.19354839,296.2258065,31
"SPIGa2013b_000429","oldcres",36,"2013:02:07 08:00:00",153.125,535.6875,16
"SPIGa2013b_000429","oldcres",36,"2013:02:07 08:00:00",446.3636364,51.45454545,33
"SPIGa2013b_000429","oldcres",36,"2013:02:07 08:00:00",327.8333333,103.2916667,24
"SPIGa2013b_000429","oldcres",36,"2013:02:07 08:00:00",136.7857143,535,14
"SPIGa2013b_000429","oldcres",36,"2013:02:07 08:00:00",171.75,343.25,4
"SPIGa2013b_000429","oldcres",36,"2013:02:07 08:00:00",494.8,413,5
"SPIGa2013b_000429","oldcres",36,"2013:02:07 08:00:00",701.8965517,51.96551724,29
"SPIGa2013b_000429","oldcres",36,"2013:02:07 08:00:00",599.5,243.375,16
"SPIGa2013b_000429","oldcres",36,"2013:02:07 08:00:00",497.5714286,391.7619048,21
"SPIGa2013b_000429","oldcres",36,"2013:02:07 08:00:00",220.7,498.8,10
"SPIGa2013b_000429","oldcres",36,"2013:02:07 08:00:00",163.6875,314.5,16
"SPIGa2013b_000429","oldcres",36,"2013:02:07 08:00:00",419.8095238,356.8095238,21
"SPIGa2013b_000429","oldcres",36,"2013:02:07 08:00:00",980.3333333,27.77777778,9
"SPIGa2013b_000429","oldcres",36,"2013:02:07 08:00:00",254.625,503.5,8
"SPIGa2013b_000429","oldcres",36,"2013:02:07 08:00:00",615.6666667,219.8888889,9
"SPIGa2013b_000429","oldcres",36,"2013:02:07 08:00:00",173.6666667,296.5,6
"SPIGa2013b_000429","oldcres",36,"2013:02:07 08:00:00",334,83,4
"SPIGa2013b_000430","oldcres",41,"2013:02:07 09:00:00",605.25,250.5,8
"SPIGa2013b_000430","oldcres",41,"2013:02:07 09:00:00",479.75,357.75,4
"SPIGa2013b_000430","oldcres",41,"2013:02:07 09:00:00",270.5555556,465.2222222,9
"SPIGa2013b_000430","oldcres",41,"2013:02:07 09:00:00",170.125,490,8
"SPIGa2013b_000430","oldcres",41,"2013:02:07 09:00:00",23.75,453.25,4
"SPIGa2013b_000430","oldcres",41,"2013:02:07 09:00:00",99,349.5,8
"SPIGa2013b_000430","oldcres",41,"2013:02:07 09:00:00",776.2,144.6,5
"SPIGa2013b_000430","oldcres",41,"2013:02:07 09:00:00",685.1111111,123.6666667,9
"SPIGa2013b_000430","oldcres",41,"2013:02:07 09:00:00",715.8888889,52.11111111,9
"SPIGa2013b_000430","oldcres",41,"2013:02:07 09:00:00",67.11111111,291.2222222,9
"SPIGa2013b_000430","oldcres",41,"2013:02:07 09:00:00",315.5555556,166.5555556,9
"SPIGa2013b_000430","oldcres",41,"2013:02:07 09:00:00",449.7777778,51.77777778,9
"SPIGa2013b_000430","oldcres",41,"2013:02:07 09:00:00",622.625,42.125,8
"SPIGa2013b_000430","oldcres",41,"2013:02:07 09:00:00",498,375,4
"SPIGa2013b_000430","oldcres",41,"2013:02:07 09:00:00",587.8,394.2,5
"SPIGa2013b_000430","oldcres",41,"2013:02:07 09:00:00",759.25,126,4
"SPIGa2013b_000430","oldcres",41,"2013:02:07 09:00:00",847,48.33333333,6
"SPIGa2013b_000430","oldcres",41,"2013:02:07 09:00:00",331.1428571,99.57142857,7
"SPIGa2013b_000430","oldcres",41,"2013:02:07 09:00:00",982,40.5,6
"SPIGa2013b_000431","oldcres",43,"2013:02:07 10:00:00",967.6,30.6,5
"SPIGa2013b_000431","oldcres",43,"2013:02:07 10:00:00",863,63.77777778,9
"SPIGa2013b_000431","oldcres",43,"2013:02:07 10:00:00",739.4444444,167.8888889,9
"SPIGa2013b_000431","oldcres",43,"2013:02:07 10:00:00",663.7777778,163.3333333,9
"SPIGa2013b_000431","oldcres",43,"2013:02:07 10:00:00",704.1111111,55.66666667,9
"SPIGa2013b_000431","oldcres",43,"2013:02:07 10:00:00",645.7777778,34.77777778,9
"SPIGa2013b_000431","oldcres",43,"2013:02:07 10:00:00",612.3333333,283.1111111,9
"SPIGa2013b_000431","oldcres",43,"2013:02:07 10:00:00",509,430.7777778,9
"SPIGa2013b_000431","oldcres",43,"2013:02:07 10:00:00",435.3333333,419.5555556,9
"SPIGa2013b_000431","oldcres",43,"2013:02:07 10:00:00",270.4285714,451.4285714,7
"SPIGa2013b_000431","oldcres",43,"2013:02:07 10:00:00",142,496.125,8
"SPIGa2013b_000431","oldcres",43,"2013:02:07 10:00:00",133.625,342.75,8
"SPIGa2013b_000431","oldcres",43,"2013:02:07 10:00:00",18.83333333,429.8333333,6
"SPIGa2013b_000431","oldcres",43,"2013:02:07 10:00:00",163.4444444,274.1111111,9
"SPIGa2013b_000431","oldcres",43,"2013:02:07 10:00:00",327.3333333,158,6
"SPIGa2013b_000431","oldcres",43,"2013:02:07 10:00:00",445.4444444,38.77777778,9
"SPIGa2013b_000431","oldcres",43,"2013:02:07 10:00:00",608.8,30.6,5
"SPIGa2013b_000431","oldcres",43,"2013:02:07 10:00:00",328.4285714,93.71428571,7
"SPIGa2013b_000432","oldcres",44,"2013:02:07 11:00:00",866,90.57142857,7
"SPIGa2013b_000432","oldcres",44,"2013:02:07 11:00:00",848.5,42.75,8
"SPIGa2013b_000432","oldcres",44,"2013:02:07 11:00:00",684.8,56.2,5
"SPIGa2013b_000432","oldcres",44,"2013:02:07 11:00:00",761.8888889,144.7777778,9
"SPIGa2013b_000432","oldcres",44,"2013:02:07 11:00:00",643.5,45.5,4
"SPIGa2013b_000432","oldcres",44,"2013:02:07 11:00:00",610.75,37.625,8
"SPIGa2013b_000432","oldcres",44,"2013:02:07 11:00:00",459.25,38.25,4
"SPIGa2013b_000432","oldcres",44,"2013:02:07 11:00:00",322,89.6,10
"SPIGa2013b_000432","oldcres",44,"2013:02:07 11:00:00",310.1,139.3,10
"SPIGa2013b_000432","oldcres",44,"2013:02:07 11:00:00",556,365.5,6
"SPIGa2013b_000432","oldcres",44,"2013:02:07 11:00:00",629.75,227.75,8
"SPIGa2013b_000432","oldcres",44,"2013:02:07 11:00:00",634.1111111,138.6666667,9
"SPIGa2013b_000432","oldcres",44,"2013:02:07 11:00:00",302.4285714,301.1428571,7
"SPIGa2013b_000432","oldcres",44,"2013:02:07 11:00:00",169.625,473.375,8
"SPIGa2013b_000432","oldcres",44,"2013:02:07 11:00:00",122.3333333,392.6666667,9
"SPIGa2013b_000432","oldcres",44,"2013:02:07 11:00:00",111.5,295.1666667,6
"SPIGa2013b_000432","oldcres",44,"2013:02:07 11:00:00",718.6666667,59.16666667,6
"SPIGa2013b_000432","oldcres",44,"2013:02:07 11:00:00",462.5714286,364.4285714,7
"SPIGa2013b_000432","oldcres",44,"2013:02:07 11:00:00",861.75,532.25,4
"SPIGa2013b_000432","oldcres",44,"2013:02:07 11:00:00",8.285714286,438.7142857,7
"SPIGa2013b_000432","oldcres",44,"2013:02:07 11:00:00",991.25,228,4
"SPIGa2013b_000433","oldcres",41,"2013:02:07 12:00:00",951.875,500.875,8
"SPIGa2013b_000433","oldcres",41,"2013:02:07 12:00:00",648,266.2,10
"SPIGa2013b_000433","oldcres",41,"2013:02:07 12:00:00",619.25,381.75,8
"SPIGa2013b_000433","oldcres",41,"2013:02:07 12:00:00",482.8888889,398.3333333,9
"SPIGa2013b_000433","oldcres",41,"2013:02:07 12:00:00",252.5,467.6666667,6
"SPIGa2013b_000433","oldcres",41,"2013:02:07 12:00:00",159.8571429,471.1428571,7
"SPIGa2013b_000433","oldcres",41,"2013:02:07 12:00:00",147.625,289.375,8
"SPIGa2013b_000433","oldcres",41,"2013:02:07 12:00:00",219.1,314.6,10
"SPIGa2013b_000433","oldcres",41,"2013:02:07 12:00:00",321.2222222,184.2222222,9
"SPIGa2013b_000433","oldcres",41,"2013:02:07 12:00:00",338.9,112.8,10
"SPIGa2013b_000433","oldcres",41,"2013:02:07 12:00:00",461.875,33.875,8
"SPIGa2013b_000433","oldcres",41,"2013:02:07 12:00:00",627.5,35.4,10
"SPIGa2013b_000433","oldcres",41,"2013:02:07 12:00:00",674.7,143.5,10
"SPIGa2013b_000433","oldcres",41,"2013:02:07 12:00:00",752.4,146.3,10
"SPIGa2013b_000433","oldcres",41,"2013:02:07 12:00:00",876.8333333,81.33333333,6
"SPIGa2013b_000433","oldcres",41,"2013:02:07 12:00:00",841,50.88888889,9
"SPIGa2013b_000433","oldcres",41,"2013:02:07 12:00:00",729.1,42.4,10
"SPIGa2013b_000433","oldcres",41,"2013:02:07 12:00:00",680.25,57.875,8
"SPIGa2013b_000434","oldcres",44,"2013:02:07 13:00:00",862.375,50.25,8
"SPIGa2013b_000434","oldcres",44,"2013:02:07 13:00:00",974.6666667,39.33333333,6
"SPIGa2013b_000434","oldcres",44,"2013:02:07 13:00:00",753.4444444,49.11111111,9
"SPIGa2013b_000434","oldcres",44,"2013:02:07 13:00:00",949.2,27.6,5
"SPIGa2013b_000434","oldcres",44,"2013:02:07 13:00:00",698.4444444,34.44444444,9
"SPIGa2013b_000434","oldcres",44,"2013:02:07 13:00:00",597.3333333,27.44444444,9
"SPIGa2013b_000434","oldcres",44,"2013:02:07 13:00:00",446.25,35.125,8
"SPIGa2013b_000434","oldcres",44,"2013:02:07 13:00:00",637.4285714,31.57142857,7
"SPIGa2013b_000434","oldcres",44,"2013:02:07 13:00:00",629.25,137.125,8
"SPIGa2013b_000434","oldcres",44,"2013:02:07 13:00:00",298.3333333,89.77777778,9
"SPIGa2013b_000434","oldcres",44,"2013:02:07 13:00:00",672.8571429,140.1428571,7
"SPIGa2013b_000434","oldcres",44,"2013:02:07 13:00:00",616.375,271.375,8
"SPIGa2013b_000434","oldcres",44,"2013:02:07 13:00:00",450.375,372.25,8
"SPIGa2013b_000434","oldcres",44,"2013:02:07 13:00:00",324.2222222,183.6666667,9
"SPIGa2013b_000434","oldcres",44,"2013:02:07 13:00:00",123.875,330.25,8
"SPIGa2013b_000434","oldcres",44,"2013:02:07 13:00:00",248.5714286,500.1428571,7
"SPIGa2013b_000434","oldcres",44,"2013:02:07 13:00:00",163,409,5
"SPIGa2013b_000434","oldcres",44,"2013:02:07 13:00:00",13,460.7142857,7
"SPIGa2013b_000434","oldcres",44,"2013:02:07 13:00:00",866.625,528.5,8
"SPIGa2013b_000434","oldcres",44,"2013:02:07 13:00:00",989.8571429,492.7142857,7
"SPIGa2013b_000434","oldcres",44,"2013:02:07 13:00:00",63.83333333,342.1666667,6
"SPIGa2013b_000434","oldcres",44,"2013:02:07 13:00:00",571.6666667,373.5,6
"SPIGa2013b_000435","oldcres",43,"2013:02:07 14:00:00",692.5714286,142.5714286,7
"SPIGa2013b_000435","oldcres",43,"2013:02:07 14:00:00",652,124.125,8
"SPIGa2013b_000435","oldcres",43,"2013:02:07 14:00:00",469,319.6666667,6
"SPIGa2013b_000435","oldcres",43,"2013:02:07 14:00:00",153.4285714,503.4285714,7
"SPIGa2013b_000435","oldcres",43,"2013:02:07 14:00:00",14,437.1,10
"SPIGa2013b_000435","oldcres",43,"2013:02:07 14:00:00",94.9,289.4,10
"SPIGa2013b_000435","oldcres",43,"2013:02:07 14:00:00",345.3333333,126.4444444,9
"SPIGa2013b_000435","oldcres",43,"2013:02:07 14:00:00",488.6666667,96.16666667,6
"SPIGa2013b_000435","oldcres",43,"2013:02:07 14:00:00",708.6,53.7,10
"SPIGa2013b_000435","oldcres",43,"2013:02:07 14:00:00",864.875,74.5,8
"SPIGa2013b_000435","oldcres",43,"2013:02:07 14:00:00",653.5555556,48.66666667,9
"SPIGa2013b_000435","oldcres",43,"2013:02:07 14:00:00",617.8888889,34.33333333,9
"SPIGa2013b_000435","oldcres",43,"2013:02:07 14:00:00",467.6666667,40.44444444,9
"SPIGa2013b_000435","oldcres",43,"2013:02:07 14:00:00",480.5,119.25,4
"SPIGa2013b_000435","oldcres",43,"2013:02:07 14:00:00",501.6666667,415.1666667,6
"SPIGa2013b_000435","oldcres",43,"2013:02:07 14:00:00",263.8,460.6,5
"SPIGa2013b_000435","oldcres",43,"2013:02:07 14:00:00",158.6666667,325.4444444,9
"SPIGa2013b_000435","oldcres",43,"2013:02:07 14:00:00",828.1666667,36.83333333,6
"SPIGa2013b_000435","oldcres",43,"2013:02:07 14:00:00",603.2,220.8,5
"SPIGa2013b_000435","oldcres",43,"2013:02:07 14:00:00",127.5,482.5,4
"SPIGa2013b_000436","oldcres",43,"2013:02:07 15:00:00",539.8333333,389.6666667,6
"SPIGa2013b_000436","oldcres",43,"2013:02:07 15:00:00",414.6666667,384.5555556,9
"SPIGa2013b_000436","oldcres",43,"2013:02:07 15:00:00",395.8,264.2,5
"SPIGa2013b_000436","oldcres",43,"2013:02:07 15:00:00",382.2222222,138,9
"SPIGa2013b_000436","oldcres",43,"2013:02:07 15:00:00",327.2222222,115.1111111,9
"SPIGa2013b_000436","oldcres",43,"2013:02:07 15:00:00",448.4444444,39.88888889,9
"SPIGa2013b_000436","oldcres",43,"2013:02:07 15:00:00",616.625,33.75,8
"SPIGa2013b_000436","oldcres",43,"2013:02:07 15:00:00",611.3333333,208.3333333,9
"SPIGa2013b_000436","oldcres",43,"2013:02:07 15:00:00",704.6666667,144.7777778,9
"SPIGa2013b_000436","oldcres",43,"2013:02:07 15:00:00",702.4444444,42.55555556,9
"SPIGa2013b_000436","oldcres",43,"2013:02:07 15:00:00",793,159.4444444,9
"SPIGa2013b_000436","oldcres",43,"2013:02:07 15:00:00",867.4444444,71.11111111,9
"SPIGa2013b_000436","oldcres",43,"2013:02:07 15:00:00",283.75,474.5,4
"SPIGa2013b_000436","oldcres",43,"2013:02:07 15:00:00",146.1428571,298,7
"SPIGa2013b_000436","oldcres",43,"2013:02:07 15:00:00",275,443.8,5
"SPIGa2013b_000436","oldcres",43,"2013:02:07 15:00:00",135.75,537.25,4
"SPIGa2013b_000436","oldcres",43,"2013:02:07 15:00:00",650.8571429,26.57142857,7
"SPIGa2013b_000436","oldcres",43,"2013:02:07 15:00:00",837.6666667,31.66666667,6
"SPIGa2013b_000436","oldcres",43,"2013:02:07 15:00:00",400,243.25,4
"SPIGa2013b_000437","oldcres",37,"2013:02:07 16:00:00",426.8333333,409,6
"SPIGa2013b_000437","oldcres",37,"2013:02:07 16:00:00",499.875,427.5,8
"SPIGa2013b_000437","oldcres",37,"2013:02:07 16:00:00",160.8,486.4,5
"SPIGa2013b_000437","oldcres",37,"2013:02:07 16:00:00",258.1111111,508.3333333,9
"SPIGa2013b_000437","oldcres",37,"2013:02:07 16:00:00",14.83333333,422.3333333,6
"SPIGa2013b_000437","oldcres",37,"2013:02:07 16:00:00",67.5,300.5,8
"SPIGa2013b_000437","oldcres",37,"2013:02:07 16:00:00",178.3333333,293.6666667,6
"SPIGa2013b_000437","oldcres",37,"2013:02:07 16:00:00",341.75,101.75,8
"SPIGa2013b_000437","oldcres",37,"2013:02:07 16:00:00",662,190.5,6
"SPIGa2013b_000437","oldcres",37,"2013:02:07 16:00:00",753.6,165.6,5
"SPIGa2013b_000437","oldcres",37,"2013:02:07 16:00:00",697.9,64.2,10
"SPIGa2013b_000437","oldcres",37,"2013:02:07 16:00:00",867.1666667,68.5,6
"SPIGa2013b_000437","oldcres",37,"2013:02:07 16:00:00",696,160.2,5
"SPIGa2013b_000437","oldcres",37,"2013:02:07 16:00:00",832.1666667,35.16666667,6
"SPIGa2013b_000437","oldcres",37,"2013:02:07 16:00:00",469.625,35,8
"SPIGa2013b_000437","oldcres",37,"2013:02:07 16:00:00",479.2222222,109.5555556,9
"SPIGa2013b_000437","oldcres",37,"2013:02:07 16:00:00",630.625,34.625,8
"SPIGa2013b_000437","oldcres",37,"2013:02:07 16:00:00",779.75,162.5,4
"SPIGa2013b_000437","oldcres",37,"2013:02:07 16:00:00",987.75,44.25,4
"SPIGa2013b_000438","oldcres",39,"2013:02:07 17:00:00",146.75,472,4
"SPIGa2013b_000438","oldcres",39,"2013:02:07 17:00:00",103.8,344.8,10
"SPIGa2013b_000438","oldcres",39,"2013:02:07 17:00:00",197.8,321.6,5
"SPIGa2013b_000438","oldcres",39,"2013:02:07 17:00:00",272,475.8333333,6
"SPIGa2013b_000438","oldcres",39,"2013:02:07 17:00:00",503,419.4444444,9
"SPIGa2013b_000438","oldcres",39,"2013:02:07 17:00:00",603,347.2857143,7
"SPIGa2013b_000438","oldcres",39,"2013:02:07 17:00:00",677.5,162.25,8
"SPIGa2013b_000438","oldcres",39,"2013:02:07 17:00:00",758.5,136.5,8
"SPIGa2013b_000438","oldcres",39,"2013:02:07 17:00:00",776.9,37.1,10
"SPIGa2013b_000438","oldcres",39,"2013:02:07 17:00:00",855.4,58.9,10
"SPIGa2013b_000438","oldcres",39,"2013:02:07 17:00:00",625.375,37.5,8
"SPIGa2013b_000438","oldcres",39,"2013:02:07 17:00:00",449.625,27.625,8
"SPIGa2013b_000438","oldcres",39,"2013:02:07 17:00:00",344.1111111,101.3333333,9
"SPIGa2013b_000438","oldcres",39,"2013:02:07 17:00:00",476.6,78,5
"SPIGa2013b_000438","oldcres",39,"2013:02:07 17:00:00",992.5,42,4
"SPIGa2013b_000438","oldcres",39,"2013:02:07 17:00:00",297.75,463.75,4
"SPIGa2013b_000438","oldcres",39,"2013:02:07 17:00:00",591.4,193.8,5
"SPIGa2013b_000438","oldcres",39,"2013:02:07 17:00:00",969.6666667,483.6666667,6
"SPIGa2013b_000438","oldcres",39,"2013:02:07 17:00:00",130.8333333,486.1666667,6
"SPIGa2013b_000439","oldcres",38,"2013:02:07 18:00:00",93.9,355.4,10
"SPIGa2013b_000439","oldcres",38,"2013:02:07 18:00:00",149.2,323.4,10
"SPIGa2013b_000439","oldcres",38,"2013:02:07 18:00:00",195.3,382.7,10
"SPIGa2013b_000439","oldcres",38,"2013:02:07 18:00:00",192.625,483,8
"SPIGa2013b_000439","oldcres",38,"2013:02:07 18:00:00",333.4,100.9,10
"SPIGa2013b_000439","oldcres",38,"2013:02:07 18:00:00",585,218.5714286,7
"SPIGa2013b_000439","oldcres",38,"2013:02:07 18:00:00",505.8,397,10
"SPIGa2013b_000439","oldcres",38,"2013:02:07 18:00:00",671.1666667,410.6666667,6
"SPIGa2013b_000439","oldcres",38,"2013:02:07 18:00:00",780.9,529.2,10
"SPIGa2013b_000439","oldcres",38,"2013:02:07 18:00:00",682.7,102.2,10
"SPIGa2013b_000439","oldcres",38,"2013:02:07 18:00:00",686.5,159.1,10
"SPIGa2013b_000439","oldcres",38,"2013:02:07 18:00:00",443.4,38,10
"SPIGa2013b_000439","oldcres",38,"2013:02:07 18:00:00",627,45.22222222,9
"SPIGa2013b_000439","oldcres",38,"2013:02:07 18:00:00",708.2,44.8,10
"SPIGa2013b_000439","oldcres",38,"2013:02:07 18:00:00",516,106.4,5
"SPIGa2013b_000440","oldcres",37,"2013:02:07 19:00:00",323.3333333,100.8888889,9
"SPIGa2013b_000440","oldcres",37,"2013:02:07 19:00:00",456.5555556,32.66666667,9
"SPIGa2013b_000440","oldcres",37,"2013:02:07 19:00:00",627.5,43.75,8
"SPIGa2013b_000440","oldcres",37,"2013:02:07 19:00:00",701.375,40.75,8
"SPIGa2013b_000440","oldcres",37,"2013:02:07 19:00:00",753.1111111,140.6666667,9
"SPIGa2013b_000440","oldcres",37,"2013:02:07 19:00:00",670.8,125.4,5
"SPIGa2013b_000440","oldcres",37,"2013:02:07 19:00:00",501.2222222,385.6666667,9
"SPIGa2013b_000440","oldcres",37,"2013:02:07 19:00:00",162.25,332.75,4
"SPIGa2013b_000440","oldcres",37,"2013:02:07 19:00:00",57.5,282.3333333,6
"SPIGa2013b_000440","oldcres",37,"2013:02:07 19:00:00",139.5,493.625,8
"SPIGa2013b_000440","oldcres",37,"2013:02:07 19:00:00",269.3333333,504.3333333,9
"SPIGa2013b_000440","oldcres",37,"2013:02:07 19:00:00",953.8888889,481.5555556,9
"SPIGa2013b_000440","oldcres",37,"2013:02:07 19:00:00",744.6666667,532.1666667,6
"SPIGa2013b_000440","oldcres",37,"2013:02:07 19:00:00",150.6,354.6,5
"SPIGa2013b_000440","oldcres",37,"2013:02:07 19:00:00",601.4285714,222.7142857,7
"SPIGa2013b_000440","oldcres",37,"2013:02:07 19:00:00",955.7142857,36.28571429,7
"SPIGa2013b_000440","oldcres",37,"2013:02:07 19:00:00",478.5,459.3333333,6
"SPIGa2013b_000441","oldcres",35,"2013:02:07 20:00:00",647.4,364,5
"SPIGa2013b_000441","oldcres",35,"2013:02:07 20:00:00",613.8571429,233.1428571,7
"SPIGa2013b_000441","oldcres",35,"2013:02:07 20:00:00",507.5,322.25,4
"SPIGa2013b_000441","oldcres",35,"2013:02:07 20:00:00",150.25,464,4
"SPIGa2013b_000441","oldcres",35,"2013:02:07 20:00:00",125.1428571,354.2857143,7
"SPIGa2013b_000441","oldcres",35,"2013:02:07 20:00:00",109.8888889,281.2222222,9
"SPIGa2013b_000441","oldcres",35,"2013:02:07 20:00:00",346.7777778,109.5555556,9
"SPIGa2013b_000441","oldcres",35,"2013:02:07 20:00:00",679.5,140.625,8
"SPIGa2013b_000441","oldcres",35,"2013:02:07 20:00:00",710,55.25,8
"SPIGa2013b_000441","oldcres",35,"2013:02:07 20:00:00",941.375,33.75,8
"SPIGa2013b_000441","oldcres",35,"2013:02:07 20:00:00",467,35.57142857,7
"SPIGa2013b_000441","oldcres",35,"2013:02:07 20:00:00",911.8571429,496.5714286,7
"SPIGa2013b_000441","oldcres",35,"2013:02:07 20:00:00",261.4,461,5
"SPIGa2013b_000441","oldcres",35,"2013:02:07 20:00:00",768.75,166,4
"SPIGa2013b_000441","oldcres",35,"2013:02:07 20:00:00",488.75,369.75,4
"SPIGa2013b_000441","oldcres",35,"2013:02:07 20:00:00",614.2,34.6,5
"SPIGa2013b_000442","oldcres",34,"2013:02:07 21:00:00",794.8,472,5
"SPIGa2013b_000442","oldcres",34,"2013:02:07 21:00:00",464,395.1428571,7
"SPIGa2013b_000442","oldcres",34,"2013:02:07 21:00:00",604.25,217.125,8
"SPIGa2013b_000442","oldcres",34,"2013:02:07 21:00:00",664.5714286,152,7
"SPIGa2013b_000442","oldcres",34,"2013:02:07 21:00:00",753.5714286,125.2857143,7
"SPIGa2013b_000442","oldcres",34,"2013:02:07 21:00:00",117.8571429,317.8571429,7
"SPIGa2013b_000442","oldcres",34,"2013:02:07 21:00:00",60.83333333,267,6
"SPIGa2013b_000442","oldcres",34,"2013:02:07 21:00:00",316.3333333,103.1666667,6
"SPIGa2013b_000442","oldcres",34,"2013:02:07 21:00:00",451.75,36,4
"SPIGa2013b_000442","oldcres",34,"2013:02:07 21:00:00",694.25,48.5,4
"SPIGa2013b_000442","oldcres",34,"2013:02:07 21:00:00",578.8,372.4,5
"SPIGa2013b_000442","oldcres",34,"2013:02:07 21:00:00",167.25,446.5,4
"SPIGa2013b_000443","oldcres",34,"2013:02:08 07:00:00",716,42.5,6
"SPIGa2013b_000443","oldcres",34,"2013:02:08 07:00:00",625.8181818,45.45454545,11
"SPIGa2013b_000443","oldcres",34,"2013:02:08 07:00:00",694,155.8888889,9
"SPIGa2013b_000443","oldcres",34,"2013:02:08 07:00:00",564.4444444,248.2222222,9
"SPIGa2013b_000443","oldcres",34,"2013:02:08 07:00:00",767.8888889,134.3333333,9
"SPIGa2013b_000443","oldcres",34,"2013:02:08 07:00:00",674.4444444,56.77777778,9
"SPIGa2013b_000443","oldcres",34,"2013:02:08 07:00:00",435.5,33.5,8
"SPIGa2013b_000443","oldcres",34,"2013:02:08 07:00:00",318.1666667,84.5,6
"SPIGa2013b_000443","oldcres",34,"2013:02:08 07:00:00",393,158.25,8
"SPIGa2013b_000443","oldcres",34,"2013:02:08 07:00:00",219.8888889,320.5555556,9
"SPIGa2013b_000443","oldcres",34,"2013:02:08 07:00:00",19.77777778,455.2222222,9
"SPIGa2013b_000443","oldcres",34,"2013:02:08 07:00:00",171.4444444,395.7777778,9
"SPIGa2013b_000443","oldcres",34,"2013:02:08 07:00:00",155,510.8,5
"SPIGa2013b_000443","oldcres",34,"2013:02:08 07:00:00",343.5555556,308.8888889,9
"SPIGa2013b_000443","oldcres",34,"2013:02:08 07:00:00",490.8888889,402.4444444,9
"SPIGa2013b_000443","oldcres",34,"2013:02:08 07:00:00",650.875,533.125,8
"SPIGa2013b_000443","oldcres",34,"2013:02:08 07:00:00",588.8333333,399,6
