,site_id,year,SIC_MONTH_1,SIC_MONTH_2,SIC_MONTH_3,SIC_MONTH_4,SIC_MONTH_5,SIC_MONTH_6,SIC_MONTH_7,SIC_MONTH_8,SIC_MONTH_9,SIC_MONTH_10,SIC_MONTH_11,SIC_MONTH_12
0,AITC,1978,7.987242026266415,5.722701688555347,8.527954971857412,13.448030018761727,16.313696060037525,,,,,,12.368855534709192,9.550844277673546
1,AITC,1979,10.320825515947467,9.786116322701691,15.390243902439025,21.592495309568484,22.204878048780486,22.38761726078799,27.82889305816135,31.040900562851775,26.79549718574109,20.18424015009381,17.778236397748593,16.393245778611632
2,AITC,1980,10.592870544090056,6.790619136960601,10.91969981238274,12.803001876172607,21.639774859287055,30.90281425891182,56.27767354596623,69.63639774859287,58.35534709193247,35.660037523452154,20.74671669793621,18.768105065666045
3,AITC,1981,6.726829268292684,4.744090056285178,7.533958724202627,13.569606003752346,12.965478424015005,23.854409005628515,27.370356472795503,39.78536585365855,38.59099437148218,33.24315196998124,15.852908067542213,8.730581613508443
4,AITC,1982,8.72720450281426,7.493058161350843,11.431519699812384,15.922701688555346,20.048405253283303,15.598499061913696,27.219136960600377,35.80450281425891,30.073170731707314,20.909193245778614,21.27279549718574,15.592120075046903
5,AITC,1983,8.605253283302066,10.233395872420264,11.458911819887431,13.94108818011257,25.00375234521576,22.986491557223264,26.222138836772984,15.378611632270173,18.112570356472798,16.736210131332083,9.717448405253284,5.866791744840525
6,AITC,1984,6.525703564727955,4.819887429643527,10.076172607879922,14.028517823639774,18.97711069418386,26.294559099437148,28.57636022514071,28.81125703564728,8.872045028142592,12.334709193245779,11.329831144465292,11.308818011257035
7,AITC,1985,7.747091932457785,10.484803001876173,12.706191369606005,16.948217636022516,21.224765478424015,24.070919324577858,17.54333958724202,19.430018761726085,15.714821763602254,10.866416510318949,5.206378986866792,2.618761726078799
8,AITC,1986,11.80187617260788,10.677673545966229,11.86078799249531,18.269418386491555,24.41463414634146,27.216510318949343,33.21575984990619,43.86454033771108,31.447654784240147,29.012757973733578,25.433771106941844,20.4266416510319
9,AITC,1987,8.067542213883678,7.532082551594746,10.78986866791745,16.448030018761727,17.771106941838653,35.078048780487805,63.63189493433396,60.58949343339588,32.79136960600375,29.26378986866792,11.90093808630394,9.012757973733583
10,AITC,1988,14.57148217636023,14.29906191369606,7.595497185741089,18.929455909943716,18.51857410881801,24.97223264540338,27.187242026266418,32.44953095684803,31.311819887429635,23.10093808630394,23.97485928705441,22.053658536585363
11,AITC,1989,6.739587242026267,4.1046904315197,6.787617260787993,15.356848030018758,25.028517823639774,14.972607879924954,11.224765478424017,11.408255159474672,15.729455909943715,9.618011257035649,10.883677298311444,10.16360225140713
12,AITC,1990,9.3624765478424,7.757598499061914,14.109943714821762,17.49268292682927,23.666791744840527,24.085553470919326,25.009756097560974,27.551969981238273,29.594371482176356,19.13545966228893,14.708442776735462,14.894934333958723
13,AITC,1991,7.571857410881802,7.596622889305815,14.255909943714817,17.53771106941839,22.091181988742964,43.972607879924944,41.1688555347092,47.63001876172608,22.693433395872418,21.368855534709187,9.35234521575985,7.747842401500939
14,AITC,1992,0.878048780487805,0.5557223264540337,0.9332082551594744,9.43001876172608,15.958348968105064,32.77335834896811,48.51257035647279,32.566979362101314,17.95684803001876,16.40187617260788,13.043902439024388,3.4352720450281424
15,AITC,1993,7.401125703564728,7.51857410881801,10.13545966228893,15.758724202626642,21.461913696060034,19.93545966228893,23.62626641651032,19.0844277673546,24.866791744840526,21.506191369606004,12.795497185741086,7.151969981238274
16,AITC,1994,6.4908067542213885,3.5590994371482174,6.291181988742964,14.7234521575985,16.84577861163227,23.096060037523454,37.4908067542214,28.521200750469035,18.69831144465291,32.59136960600375,23.952345215759856,10.29043151969981
17,AITC,1995,8.09343339587242,4.313696060037523,5.791744840525327,17.546341463414638,19.959474671669792,22.467542213883686,52.16622889305816,70.09418386491556,46.367729831144466,12.012007504690432,13.565103189493435,14.08968105065666
18,AITC,1996,3.0431519699812384,2.148217636022514,5.520075046904315,11.455159474671671,16.37373358348968,21.60562851782364,23.052908067542216,22.55046904315197,20.30018761726079,12.386866791744842,8.023264540337712,7.112195121951221
19,AITC,1997,13.732082551594745,14.07467166979362,12.335084427767354,9.865290806754222,15.437148217636018,19.266041275797374,30.309943714821763,35.71294559099438,44.219136960600366,30.296810506566608,25.12270168855535,19.37485928705441
20,AITC,1998,4.3572232645403375,2.108442776735459,2.630769230769231,8.966228893058162,11.043151969981237,17.3921200750469,20.77373358348968,25.29868667917448,34.427767354596625,19.44953095684803,10.105065666041277,8.649906191369604
21,AITC,1999,3.829643527204503,1.903939962476548,2.3485928705440897,7.853658536585366,13.531332082551595,14.257035647279553,20.49268292682927,25.963227016885554,34.81200750469043,19.14484052532833,11.11144465290807,6.568480300187618
22,AITC,2000,13.953095684803005,14.714446529080675,16.08030018761726,19.909193245778614,18.171857410881803,15.383864915572232,16.827767354596627,24.734709193245774,30.02363977485929,18.110694183864915,15.93658536585366,16.584240150093805
23,AITC,2001,0.901313320825516,0.8499061913696059,0.4037523452157599,5.272795497185741,13.865290806754224,24.295684803001876,31.936585365853666,20.15121951219512,15.156848030018757,6.669418386491557,4.818011257035646,2.230018761726079
24,AITC,2002,5.862288930581615,3.35422138836773,5.431519699812382,10.673921200750469,15.4,29.303939962476544,37.14521575984991,29.48255159474672,21.46041275797374,21.940712945590995,15.446153846153843,12.251031894934336
25,AITC,2003,17.65328330206379,12.714446529080675,10.960975609756098,13.806754221388367,17.180487804878048,22.763602251407132,26.111444652908066,16.604127579737334,17.80562851782364,11.138836772983113,13.653283302063793,19.589868667917447
26,AITC,2004,6.66078799249531,7.7493433395872415,8.405253283302065,11.808630393996248,20.03114446529081,18.1609756097561,19.02401500938086,21.70656660412758,26.10806754221388,18.134333958724202,14.475797373358345,6.62439024390244
27,AITC,2005,9.484803001876173,6.012757973733585,6.498686679174484,9.958348968105067,11.2484052532833,25.535834896810506,32.54559099437148,30.89305816135084,26.306566604127585,13.100562851782366,10.243151969981238,12.877298311444651
28,AITC,2006,5.45515947467167,4.182739212007505,9.862664165103187,17.51894934333959,24.03452157598499,16.5422138836773,16.168480300187614,29.85253283302064,32.11894934333958,19.552345215759853,6.018386491557221,3.9245778611632276
29,AITC,2007,9.144090056285178,7.92532833020638,9.449906191369605,15.804502814258914,17.45478424015009,28.1688555347092,37.80600375234523,31.74521575984991,25.45103189493434,18.525703564727955,20.185741088180112,14.945590994371486
30,AITC,2008,3.817260787992496,1.1425891181988743,1.9906191369606003,8.830769230769233,17.02926829268292,19.941463414634143,20.48217636022514,21.592870544090058,13.656285178236393,8.376360225140713,9.50356472795497,8.34559099437148
31,AITC,2009,13.487804878048781,13.923076923076922,16.117073170731707,16.95046904315197,20.518574108818015,23.013508442776736,30.819136960600378,39.192870544090056,31.984240150093807,14.407879924953097,17.774859287054408,15.094934333958724
32,AITC,2010,5.034146341463415,5.322326454033772,5.747091932457786,15.425140712945593,19.561726078799254,12.246529080675423,17.347842401500937,23.929080675422142,22.625515947467168,9.255909943714821,3.6574108818011264,3.5906191369606004
33,AITC,2011,7.475797373358348,9.980112570356473,11.160225140712946,19.400375234521576,19.008255159474672,21.85928705440901,32.32120075046904,55.12983114446529,40.160600375234516,22.500562851782366,8.18986866791745,7.059662288930581
34,AITC,2012,21.70206378986867,17.487429643527204,14.369981238273926,9.852157598499058,16.6953095684803,22.923452157598497,24.491557223264547,26.052532833020642,23.529455909943714,17.594371482176363,19.928330206378988,21.813883677298314
35,AITC,2013,15.138461538461542,12.840525328330207,12.736585365853658,16.150093808630388,15.581238273921203,20.035272045028147,30.28142589118199,44.154596622889315,36.71294559099437,18.37673545966229,16.543339587242027,18.042401500938087
36,AITC,2014,18.241275797373362,12.760225140712947,14.057786116322706,14.49831144465291,15.902814258911821,21.32757973733584,17.849155722326458,27.664915572232644,28.335084427767356,20.388367729831142,18.237898686679177,18.374108818011255
37,AITC,2015,10.213883677298309,10.529455909943715,9.400375234521576,13.433395872420261,20.41688555347092,23.57936210131332,41.16135084427767,33.942589118198875,45.06529080675423,22.502063789868668,16.75384615384616,10.218386491557222
38,AITC,2016,8.960600375234522,8.812007504690431,10.0953095684803,13.174484052532831,17.968105065666045,17.117073170731707,23.205628517823637,34.88330206378987,18.5797373358349,7.021013133208257,7.454033771106943,8.948968105065665
39,AITC,2017,,,,,,21.45215759849906,19.502063789868668,24.356848030018764,23.38949343339587,16.183864915572233,17.19362101313321,11.377861163227019
40,BLUF,1978,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0
41,BLUF,1979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,BLUF,1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,BLUF,1981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015888778550148955,0.0,0.0
44,BLUF,1982,0.0,0.0,0.0,0.0,0.0,0.000794438927507448,0.0,0.0,0.0,0.000794438927507448,0.0,0.0
45,BLUF,1983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000794438927507448,0.0,0.0,0.0
46,BLUF,1984,0.0,0.0,0.0,0.0,0.0,0.0023833167825223437,0.0,0.0,0.0,0.0,0.0,0.0
47,BLUF,1985,0.0,0.0,0.0,0.0,0.008738828202581926,0.0,0.0,0.0,0.003972194637537239,0.0,0.0,0.0
48,BLUF,1986,0.0,0.0,0.0,0.0,0.0,0.0003972194637537239,0.0,0.006752730883813307,0.005163853028798411,0.0003972194637537239,0.0,0.0
49,BLUF,1987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003972194637537239,0.0003972194637537239,0.0,0.0,0.0
50,BLUF,1988,0.0,0.0,0.0,0.0,0.0,0.0003972194637537239,0.0,0.0,0.005958291956305859,0.0,0.0,0.0
51,BLUF,1989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003972194637537239,0.0,0.003574975173783516,0.0003972194637537239,0.0
52,BLUF,1990,0.0,0.0,0.0,0.0,0.0,0.0015888778550148955,0.0,0.0003972194637537239,0.0003972194637537239,0.0,0.0,0.0
53,BLUF,1991,0.0,0.0,0.0,0.0,0.0,0.0003972194637537239,0.0003972194637537239,0.02025819265143992,0.01112214498510427,0.00794438927507448,0.0,0.0
54,BLUF,1992,0.0,0.0,0.0,0.0,0.0,0.0003972194637537239,0.0,0.0023833167825223437,0.0015888778550148955,0.003177755710029791,0.0,0.0
55,BLUF,1993,0.0,0.0,0.0,0.0,0.0,0.0011916583912611719,0.004369414101290964,0.007149950347567032,0.013505461767626613,0.0015888778550148955,0.0003972194637537239,0.0
56,BLUF,1994,0.0,0.0,0.0,0.0,0.0,0.000794438927507448,0.004369414101290964,0.0019860973187686196,0.0011916583912611719,0.01310824230387289,0.0003972194637537239,0.0
57,BLUF,1995,0.0,0.0,0.0,0.0,0.0,0.0011916583912611719,0.015491559086395235,0.002780536246276067,0.0019860973187686196,0.0,0.0,0.0
58,BLUF,1996,0.0,0.0,0.0,0.0,0.0,0.0023833167825223437,0.002780536246276067,0.003177755710029791,0.000794438927507448,0.0,0.0,0.0
59,BLUF,1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0003972194637537239,0.000794438927507448,0.000794438927507448,0.0,0.0,0.0
60,BLUF,1998,0.0,0.0,0.0,0.0,0.0,0.0,0.004369414101290964,0.005163853028798411,0.0003972194637537239,0.000794438927507448,0.0,0.0
61,BLUF,1999,0.0,0.0,0.0,0.0,0.0,0.0003972194637537239,0.000794438927507448,0.004369414101290964,0.0003972194637537239,0.002780536246276067,0.0,0.0
62,BLUF,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.000794438927507448,0.0023833167825223437,0.0023833167825223437,0.0003972194637537239,0.0,0.0
63,BLUF,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0015888778550148955,0.010327706057596822,0.000794438927507448,0.002780536246276067,0.0,0.0
64,BLUF,2002,0.0,0.0,0.0,0.0,0.0,0.000794438927507448,0.0011916583912611719,0.0,0.0,0.0003972194637537239,0.0,0.0
65,BLUF,2003,0.0,0.0,0.0,0.0,0.0,0.0003972194637537239,0.0015888778550148955,0.000794438927507448,0.002780536246276067,0.0011916583912611719,0.0,0.0
